age,gender,is_bpl,disability_percentage,is_widow,breadwinner_deceased,receiving_other_pension,scheme
80,0,0,84,0,0,0,Ineligible
65,0,0,40,0,0,0,Ineligible
78,1,0,71,0,0,0,Ineligible
43,0,1,21,0,0,0,Ineligible
53,0,1,53,0,0,0,Ineligible
18,0,0,4,0,0,0,Ineligible
25,1,1,16,0,0,1,Ineligible
69,0,1,77,0,0,0,Annapurna
64,0,0,40,0,0,1,Ineligible
73,0,0,91,0,0,0,Ineligible
31,0,1,94,0,0,1,IGNDPS
45,1,1,80,1,0,0,IGNDPS
19,1,1,34,0,1,0,NFBS
43,0,0,39,0,0,1,Ineligible
31,0,1,21,0,1,1,NFBS
76,0,0,47,0,0,0,Ineligible
73,0,0,52,0,0,0,Ineligible
24,0,1,92,0,0,0,IGNDPS
20,1,0,9,0,1,0,Ineligible
40,1,0,17,0,0,0,Ineligible
35,1,0,98,0,0,0,Ineligible
55,1,0,79,0,0,0,Ineligible
32,1,1,48,1,0,0,Ineligible
81,1,1,70,0,0,0,Annapurna
45,0,0,29,0,1,1,Ineligible
56,1,0,18,0,1,0,Ineligible
74,0,0,54,0,0,0,Ineligible
34,0,1,59,0,0,0,Ineligible
61,1,0,86,0,0,0,Ineligible
42,0,1,71,0,0,0,Ineligible
34,0,0,80,0,0,0,Ineligible
30,1,0,20,0,0,1,Ineligible
42,0,1,25,0,0,1,Ineligible
85,0,1,27,0,0,1,IGNOAPS
27,1,0,38,0,0,0,Ineligible
84,1,1,32,0,0,0,Annapurna
35,1,1,39,0,0,1,Ineligible
51,0,1,82,0,0,0,IGNDPS
25,0,1,28,0,0,0,Ineligible
57,1,1,19,0,0,0,Ineligible
59,1,1,19,0,0,1,Ineligible
58,1,0,73,0,0,0,Ineligible
23,0,1,11,0,0,0,Ineligible
69,0,1,96,0,0,1,IGNDPS
43,1,0,24,0,0,1,Ineligible
81,0,0,24,0,0,0,Ineligible
76,1,0,3,0,0,1,Ineligible
73,0,1,3,0,0,0,Annapurna
76,1,1,8,0,0,1,IGNOAPS
87,1,1,14,1,0,0,Annapurna
50,1,0,25,0,0,0,Ineligible
70,0,1,78,0,0,1,IGNOAPS
39,1,1,89,0,0,0,IGNDPS
38,1,0,91,0,0,0,Ineligible
87,0,1,70,0,0,0,Annapurna
87,1,1,31,0,0,1,IGNOAPS
21,1,1,75,0,0,0,Ineligible
79,1,1,98,0,0,0,IGNDPS
79,1,1,51,0,0,0,Annapurna
41,0,0,31,0,0,0,Ineligible
72,0,1,8,0,0,1,IGNOAPS
26,0,0,77,0,0,1,Ineligible
20,1,0,12,0,0,1,Ineligible
48,1,0,55,0,0,1,Ineligible
57,1,1,43,0,0,1,Ineligible
53,0,1,96,0,0,0,IGNDPS
41,0,0,95,0,0,0,Ineligible
23,1,0,82,0,0,0,Ineligible
83,0,1,29,0,0,0,Annapurna
21,0,1,15,0,0,0,Ineligible
23,1,1,11,0,0,0,Ineligible
68,0,1,73,0,0,1,IGNOAPS
79,0,1,65,0,0,0,Annapurna
74,0,0,17,0,0,0,Ineligible
83,0,1,12,0,0,0,Annapurna
25,1,0,92,0,0,0,Ineligible
43,0,1,23,0,0,0,Ineligible
68,0,0,11,0,0,0,Ineligible
62,0,1,59,0,0,0,IGNOAPS
61,1,1,59,1,0,1,IGNWPS
22,0,1,92,0,0,1,IGNDPS
87,1,0,85,0,0,0,Ineligible
43,0,1,99,0,0,0,IGNDPS
85,0,0,0,0,0,1,Ineligible
36,0,0,42,0,0,0,Ineligible
37,1,0,54,0,0,0,Ineligible
29,1,1,39,1,0,0,Ineligible
64,0,1,63,0,0,1,IGNOAPS
18,1,1,33,0,0,1,Ineligible
31,1,1,33,0,0,1,Ineligible
81,0,1,47,0,0,0,Annapurna
55,1,1,32,0,0,0,Ineligible
54,0,0,67,0,1,0,Ineligible
28,1,0,29,0,0,1,Ineligible
20,1,1,83,0,0,0,IGNDPS
50,1,1,89,0,0,0,IGNDPS
23,1,1,78,0,0,0,Ineligible
67,0,1,70,0,0,1,IGNOAPS
27,1,0,70,0,0,0,Ineligible
22,0,0,28,0,0,1,Ineligible
40,0,1,22,0,0,0,Ineligible
27,1,0,33,0,0,0,Ineligible
61,1,0,83,0,0,0,Ineligible
19,1,1,14,0,0,0,Ineligible
30,0,0,96,0,0,0,Ineligible
57,1,1,52,1,0,1,IGNWPS
19,1,1,16,0,0,0,Ineligible
82,0,1,63,0,0,0,Annapurna
80,0,0,83,0,0,1,Ineligible
34,0,0,60,0,0,0,Ineligible
26,0,1,56,0,0,0,Ineligible
32,1,0,76,0,0,0,Ineligible
41,1,0,87,0,0,0,Ineligible
55,1,0,36,0,0,0,Ineligible
52,1,0,6,0,0,0,Ineligible
66,0,0,7,0,0,0,Ineligible
86,1,1,86,0,0,1,IGNOAPS
79,0,0,77,0,0,0,Ineligible
77,1,0,67,1,0,0,Ineligible
67,0,1,20,0,1,1,IGNOAPS
26,1,1,60,0,0,0,Ineligible
51,0,0,73,0,0,0,Ineligible
52,0,0,85,0,0,0,Ineligible
18,1,1,93,0,0,1,IGNDPS
57,0,1,93,0,0,0,IGNDPS
81,1,1,79,0,1,1,IGNOAPS
39,0,1,74,0,0,1,Ineligible
77,1,0,85,0,0,0,Ineligible
81,0,1,28,0,0,1,IGNOAPS
89,0,0,24,0,1,0,Ineligible
28,0,1,57,0,0,0,Ineligible
31,0,1,13,0,0,0,Ineligible
77,0,1,77,0,1,0,Annapurna
47,0,0,65,0,1,1,Ineligible
52,0,0,53,0,1,0,Ineligible
54,0,1,76,0,0,0,Ineligible
22,1,1,66,0,0,1,Ineligible
43,1,1,29,0,0,1,Ineligible
79,0,0,17,0,0,1,Ineligible
21,1,0,53,0,0,1,Ineligible
59,1,1,99,0,0,0,IGNDPS
35,0,0,20,0,0,0,Ineligible
57,1,1,52,0,0,0,Ineligible
89,0,1,82,0,0,0,Annapurna
56,1,1,15,0,0,0,Ineligible
31,0,1,27,0,0,1,Ineligible
49,1,1,3,1,0,1,IGNWPS
68,1,0,54,0,0,0,Ineligible
55,0,1,14,0,0,1,Ineligible
40,0,0,63,0,0,0,Ineligible
80,1,1,64,0,1,0,Annapurna
32,0,0,15,0,0,1,Ineligible
42,1,1,19,1,0,0,IGNWPS
34,1,0,63,0,1,1,Ineligible
83,1,0,32,0,0,0,Ineligible
70,1,1,80,1,0,1,IGNDPS
68,1,0,68,0,0,0,Ineligible
56,1,1,68,0,0,0,Ineligible
68,0,1,57,0,0,0,Annapurna
87,0,0,38,0,0,0,Ineligible
23,0,1,76,0,0,0,Ineligible
84,1,0,35,0,1,0,Ineligible
24,1,0,93,0,0,1,Ineligible
68,0,1,67,0,0,1,IGNOAPS
89,1,1,86,0,0,0,Annapurna
59,0,0,20,0,0,0,Ineligible
81,0,1,62,0,0,1,IGNOAPS
32,1,1,84,1,0,0,IGNDPS
46,0,1,5,0,0,0,Ineligible
50,1,0,23,0,0,0,Ineligible
44,0,1,52,0,0,0,Ineligible
53,1,1,94,0,0,0,IGNDPS
46,1,1,82,0,0,0,IGNDPS
55,0,1,75,0,0,0,Ineligible
74,1,1,77,0,1,0,Annapurna
44,1,0,49,0,0,0,Ineligible
72,0,1,11,0,0,0,Annapurna
50,0,0,55,0,0,1,Ineligible
85,1,0,14,0,0,1,Ineligible
83,0,1,82,0,0,0,Annapurna
27,0,0,91,0,0,0,Ineligible
22,0,1,39,0,0,0,Ineligible
55,0,1,40,0,0,0,Ineligible
30,1,0,68,0,1,1,Ineligible
48,0,1,68,0,0,0,Ineligible
64,0,1,5,0,0,0,IGNOAPS
69,0,1,86,0,0,0,IGNDPS
73,0,1,66,0,0,1,IGNOAPS
32,1,0,32,1,0,0,Ineligible
46,0,1,42,0,0,0,Ineligible
25,1,1,20,0,0,0,Ineligible
22,0,0,83,0,0,0,Ineligible
46,0,1,64,0,0,0,Ineligible
64,1,1,16,0,0,0,IGNOAPS
85,0,0,92,0,0,0,Ineligible
62,1,0,7,0,0,0,Ineligible
19,1,1,63,0,0,0,Ineligible
44,0,0,89,0,0,0,Ineligible
53,0,1,27,0,0,0,Ineligible
53,1,0,97,0,0,1,Ineligible
43,0,1,89,0,0,1,IGNDPS
60,0,0,12,0,0,1,Ineligible
44,0,0,12,0,0,0,Ineligible
86,0,1,37,0,0,0,Annapurna
37,1,1,24,0,1,0,NFBS
28,0,1,61,0,0,0,Ineligible
55,0,1,22,0,0,0,Ineligible
23,1,0,85,0,0,0,Ineligible
89,0,0,20,0,0,0,Ineligible
40,0,1,53,0,0,0,Ineligible
64,1,1,62,0,0,0,IGNOAPS
63,0,1,29,0,0,0,IGNOAPS
29,1,0,74,0,0,0,Ineligible
30,1,1,67,1,0,0,Ineligible
79,0,0,96,0,0,0,Ineligible
77,1,1,75,0,1,1,IGNOAPS
60,0,1,72,0,0,1,IGNOAPS
85,0,0,31,0,0,0,Ineligible
22,1,1,74,1,1,1,NFBS
54,1,0,23,0,0,0,Ineligible
89,0,1,6,0,0,0,Annapurna
48,1,0,71,0,0,0,Ineligible
26,1,1,96,0,0,1,IGNDPS
68,1,0,88,0,0,0,Ineligible
46,1,1,0,1,0,0,IGNWPS
57,0,1,2,0,1,0,NFBS
58,0,1,27,0,0,1,Ineligible
28,1,0,42,0,1,0,Ineligible
40,0,1,96,0,0,0,IGNDPS
18,1,0,45,0,1,0,Ineligible
63,0,1,0,0,0,1,IGNOAPS
38,0,0,37,0,0,0,Ineligible
53,0,1,90,0,0,0,IGNDPS
71,1,0,34,1,0,0,Ineligible
74,0,0,73,0,0,0,Ineligible
18,1,0,75,0,0,0,Ineligible
80,0,1,73,0,0,0,Annapurna
71,0,0,53,0,0,1,Ineligible
72,0,1,97,0,0,0,IGNDPS
57,1,1,23,0,1,1,NFBS
32,0,1,27,0,0,1,Ineligible
38,0,1,21,0,0,0,Ineligible
64,0,0,15,0,0,0,Ineligible
70,0,1,12,0,0,1,IGNOAPS
26,1,0,99,1,0,0,Ineligible
69,1,1,99,0,0,0,IGNDPS
74,0,0,61,0,0,0,Ineligible
43,1,1,42,0,0,0,Ineligible
58,1,0,86,0,0,0,Ineligible
52,0,1,77,0,0,1,Ineligible
80,1,0,31,0,0,1,Ineligible
42,1,1,66,0,0,0,Ineligible
55,0,0,90,0,0,0,Ineligible
19,0,1,82,0,0,0,IGNDPS
24,1,1,85,1,0,0,IGNDPS
51,1,1,56,0,0,0,Ineligible
34,0,1,64,0,1,1,NFBS
60,0,1,68,0,0,1,IGNOAPS
76,0,1,48,0,0,0,Annapurna
68,1,1,32,0,0,0,Annapurna
71,1,1,18,0,1,0,Annapurna
41,1,1,35,0,0,0,Ineligible
42,0,0,69,0,0,0,Ineligible
88,1,1,14,1,0,1,IGNOAPS
69,1,1,99,0,0,1,IGNDPS
87,0,0,96,0,0,1,Ineligible
50,0,1,23,0,0,1,Ineligible
66,1,0,26,1,0,1,Ineligible
46,1,0,48,0,0,1,Ineligible
80,0,1,74,0,1,0,Annapurna
39,1,1,22,0,1,0,NFBS
43,0,1,32,0,0,0,Ineligible
45,1,1,40,0,1,0,NFBS
66,1,1,55,1,0,0,IGNWPS
88,1,0,28,0,0,1,Ineligible
66,1,0,30,0,1,0,Ineligible
37,1,1,64,1,0,0,Ineligible
80,0,0,97,0,0,0,Ineligible
78,1,1,17,1,0,0,IGNWPS
66,0,1,81,0,0,0,IGNDPS
88,0,0,5,0,0,0,Ineligible
18,0,1,51,0,0,0,Ineligible
30,0,1,39,0,0,0,Ineligible
68,1,1,64,1,1,0,IGNWPS
73,0,1,41,0,0,0,Annapurna
79,1,1,93,0,1,0,IGNDPS
49,1,0,67,0,0,0,Ineligible
47,0,1,31,0,0,0,Ineligible
46,1,1,9,1,0,0,IGNWPS
66,0,1,68,0,0,0,Annapurna
62,0,1,8,0,0,0,IGNOAPS
47,1,1,68,0,0,1,Ineligible
33,0,0,60,0,0,0,Ineligible
57,0,1,10,0,0,0,Ineligible
36,1,1,98,0,1,1,IGNDPS
35,1,0,90,0,0,1,Ineligible
18,0,0,67,0,0,0,Ineligible
64,1,1,73,1,0,1,IGNWPS
83,1,1,96,0,0,1,IGNOAPS
55,1,1,7,0,0,0,Ineligible
68,0,1,48,0,0,1,IGNOAPS
80,1,1,23,0,0,0,Annapurna
21,1,1,32,1,0,0,Ineligible
18,1,1,18,0,0,0,Ineligible
25,1,0,1,0,0,0,Ineligible
46,0,1,54,0,0,1,Ineligible
72,0,1,10,0,0,1,IGNOAPS
20,0,1,98,0,0,1,IGNDPS
49,0,1,16,0,0,0,Ineligible
27,1,1,41,0,0,0,Ineligible
51,0,0,60,0,0,1,Ineligible
72,1,0,2,1,0,0,Ineligible
49,1,0,85,0,0,0,Ineligible
67,0,0,34,0,1,1,Ineligible
24,0,1,84,0,0,0,IGNDPS
25,1,0,88,0,0,0,Ineligible
82,1,0,65,0,0,0,Ineligible
74,0,1,0,0,0,0,Annapurna
84,0,1,6,0,0,0,Annapurna
76,1,0,19,0,0,0,Ineligible
89,1,1,42,0,0,0,Annapurna
71,0,1,5,0,0,1,IGNOAPS
84,1,0,54,0,0,0,Ineligible
68,0,0,99,0,0,0,Ineligible
25,0,1,20,0,1,0,NFBS
51,0,1,50,0,0,0,Ineligible
52,0,1,45,0,0,1,Ineligible
49,0,0,34,0,0,0,Ineligible
63,0,1,99,0,0,0,IGNDPS
33,0,1,7,0,0,0,Ineligible
85,0,0,67,0,1,0,Ineligible
54,0,1,15,0,0,1,Ineligible
71,1,1,66,0,0,1,IGNOAPS
31,0,0,70,0,0,0,Ineligible
72,0,1,63,0,0,1,IGNOAPS
65,1,1,1,0,0,0,Annapurna
24,1,0,0,0,0,0,Ineligible
24,0,1,57,0,0,0,Ineligible
50,1,0,0,0,0,0,Ineligible
40,1,1,6,0,0,0,Ineligible
36,1,0,87,0,0,1,Ineligible
36,0,0,68,0,0,1,Ineligible
53,1,1,84,0,0,0,IGNDPS
46,0,1,91,0,0,0,IGNDPS
77,1,1,17,0,1,1,IGNOAPS
19,1,0,87,0,0,0,Ineligible
18,0,0,31,0,0,0,Ineligible
64,1,1,44,0,0,0,IGNOAPS
86,0,1,32,0,0,0,Annapurna
37,1,0,73,0,0,0,Ineligible
28,0,1,72,0,0,0,Ineligible
19,0,1,48,0,0,0,Ineligible
84,0,1,32,0,0,0,Annapurna
29,1,1,96,0,0,1,IGNDPS
37,0,0,70,0,0,1,Ineligible
22,0,1,67,0,0,0,Ineligible
54,0,0,27,0,0,0,Ineligible
55,1,1,86,0,0,0,IGNDPS
26,1,1,52,0,0,0,Ineligible
70,0,1,95,0,0,1,IGNDPS
61,0,1,43,0,0,0,IGNOAPS
41,0,1,79,0,0,0,Ineligible
47,0,1,54,0,0,1,Ineligible
76,0,1,9,0,0,0,Annapurna
31,1,1,13,0,0,1,Ineligible
26,0,1,35,0,1,1,NFBS
57,0,0,33,0,0,0,Ineligible
83,0,0,87,0,0,1,Ineligible
42,1,0,17,1,0,0,Ineligible
39,1,1,15,0,0,1,Ineligible
21,1,1,36,0,0,0,Ineligible
43,0,1,40,0,0,1,Ineligible
75,0,1,24,0,0,1,IGNOAPS
46,0,1,7,0,0,0,Ineligible
54,0,0,87,0,1,0,Ineligible
87,1,0,83,0,1,1,Ineligible
35,1,1,93,0,0,1,IGNDPS
59,1,0,83,0,0,0,Ineligible
58,1,1,17,0,0,0,Ineligible
55,0,1,67,0,0,0,Ineligible
51,1,1,47,0,0,1,Ineligible
34,0,1,99,0,1,0,IGNDPS
54,0,1,69,0,0,1,Ineligible
42,1,0,66,0,0,0,Ineligible
44,0,1,17,0,0,0,Ineligible
74,0,1,17,0,0,0,Annapurna
48,0,0,55,0,0,0,Ineligible
23,1,0,22,1,0,0,Ineligible
57,1,1,34,0,0,0,Ineligible
29,0,0,5,0,1,0,Ineligible
70,1,0,25,0,0,0,Ineligible
88,0,1,84,0,0,0,Annapurna
27,0,1,60,0,0,0,Ineligible
62,1,0,87,0,0,0,Ineligible
34,1,0,14,0,0,0,Ineligible
43,1,1,90,0,1,1,IGNDPS
79,0,0,31,0,0,0,Ineligible
63,1,1,11,0,0,0,IGNOAPS
81,1,1,4,0,0,1,IGNOAPS
19,1,0,63,0,0,0,Ineligible
71,0,0,70,0,0,1,Ineligible
82,1,0,85,0,0,1,Ineligible
68,1,0,26,0,0,0,Ineligible
70,0,0,78,0,0,0,Ineligible
53,0,1,44,0,0,0,Ineligible
43,0,0,34,0,1,0,Ineligible
46,1,1,25,0,0,0,Ineligible
38,1,1,22,0,0,0,Ineligible
28,1,0,12,0,0,0,Ineligible
57,1,0,89,0,1,1,Ineligible
28,1,0,2,0,0,0,Ineligible
53,0,0,28,0,0,1,Ineligible
76,0,1,65,0,1,0,Annapurna
56,0,0,63,0,0,0,Ineligible
71,0,1,27,0,0,0,Annapurna
72,0,1,86,0,0,0,IGNDPS
41,1,1,35,0,0,0,Ineligible
39,0,1,5,0,0,0,Ineligible
86,0,1,10,0,0,0,Annapurna
73,0,0,37,0,0,0,Ineligible
50,0,0,33,0,0,1,Ineligible
53,1,1,80,1,0,0,IGNDPS
37,1,0,66,0,0,0,Ineligible
79,1,1,45,0,0,0,Annapurna
43,0,1,97,0,0,0,IGNDPS
83,1,1,85,0,0,0,Annapurna
57,1,1,28,1,0,1,IGNWPS
34,1,1,59,0,0,1,Ineligible
18,0,1,53,0,0,0,Ineligible
78,1,1,92,0,0,0,IGNDPS
60,1,1,68,0,0,0,IGNOAPS
59,1,1,73,0,0,0,Ineligible
42,1,1,73,1,0,0,IGNWPS
56,0,1,8,0,0,0,Ineligible
52,1,1,84,0,0,0,IGNDPS
20,0,1,76,0,0,0,Ineligible
61,1,1,9,1,0,0,IGNWPS
68,0,0,74,0,0,0,Ineligible
29,0,1,67,0,1,0,NFBS
36,0,0,57,0,0,0,Ineligible
61,1,1,94,0,0,0,IGNDPS
76,0,1,51,0,0,1,IGNOAPS
66,1,1,33,0,0,1,IGNOAPS
78,1,0,34,0,1,0,Ineligible
34,0,1,32,0,0,0,Ineligible
74,0,1,71,0,0,0,Annapurna
72,0,0,31,0,0,1,Ineligible
64,1,0,54,0,0,1,Ineligible
29,1,1,96,0,1,0,IGNDPS
79,0,1,7,0,0,0,Annapurna
25,0,0,45,0,0,0,Ineligible
38,1,1,13,0,0,1,Ineligible
87,1,1,97,1,0,1,IGNOAPS
89,1,1,7,0,0,0,Annapurna
42,1,1,70,0,1,1,NFBS
29,0,1,76,0,0,0,Ineligible
32,0,1,53,0,1,0,NFBS
76,0,1,20,0,1,0,Annapurna
43,0,0,95,0,0,0,Ineligible
43,0,0,74,0,0,0,Ineligible
64,0,1,13,0,0,0,IGNOAPS
49,0,1,74,0,0,1,Ineligible
27,1,1,1,0,0,1,Ineligible
33,1,1,97,0,0,0,IGNDPS
88,1,1,60,0,0,0,Annapurna
34,1,1,16,0,0,1,Ineligible
40,0,0,77,0,0,0,Ineligible
43,1,1,88,1,0,1,IGNDPS
24,0,0,47,0,0,0,Ineligible
31,1,1,90,0,0,1,IGNDPS
24,0,0,7,0,0,0,Ineligible
26,1,1,55,0,0,0,Ineligible
65,0,0,16,0,0,0,Ineligible
89,0,0,68,0,0,1,Ineligible
76,1,0,11,0,0,0,Ineligible
56,0,1,37,0,0,1,Ineligible
35,1,1,17,0,0,1,Ineligible
76,1,1,25,0,0,0,Annapurna
34,1,1,94,1,0,0,IGNDPS
31,1,1,36,0,0,0,Ineligible
48,1,1,69,0,1,0,NFBS
41,0,1,40,0,1,0,NFBS
77,1,0,78,0,0,0,Ineligible
62,1,0,41,0,0,0,Ineligible
20,1,1,89,1,0,0,IGNDPS
54,0,1,75,0,0,0,Ineligible
60,1,1,40,0,0,0,IGNOAPS
57,1,1,46,0,0,1,Ineligible
72,1,0,13,1,1,0,Ineligible
56,0,1,0,0,0,1,Ineligible
32,0,1,16,0,0,0,Ineligible
21,0,1,96,0,1,0,IGNDPS
42,1,1,54,0,1,0,NFBS
30,1,1,92,0,0,1,IGNDPS
50,0,1,52,0,0,0,Ineligible
33,0,0,30,0,0,0,Ineligible
59,0,0,61,0,0,1,Ineligible
83,0,1,7,0,0,0,Annapurna
72,1,1,29,0,0,0,Annapurna
59,1,0,76,0,0,0,Ineligible
51,0,1,79,0,0,0,Ineligible
47,1,1,65,1,0,1,IGNWPS
30,0,1,44,0,0,0,Ineligible
30,1,0,17,0,1,0,Ineligible
35,0,1,98,0,0,1,IGNDPS
49,0,1,44,0,0,1,Ineligible
56,0,1,18,0,0,0,Ineligible
63,1,1,76,1,0,1,IGNWPS
46,1,0,67,0,1,0,Ineligible
79,1,1,82,0,0,1,IGNDPS
79,0,0,49,0,0,0,Ineligible
74,0,0,24,0,0,0,Ineligible
33,0,1,37,0,0,0,Ineligible
73,1,1,94,0,0,1,IGNDPS
27,0,1,35,0,0,0,Ineligible
47,1,0,67,1,0,0,Ineligible
42,1,1,55,1,0,0,IGNWPS
22,1,1,38,0,0,0,Ineligible
82,0,1,62,0,0,1,IGNOAPS
66,0,1,6,0,0,1,IGNOAPS
20,0,1,57,0,0,1,Ineligible
62,1,1,79,0,0,0,IGNOAPS
31,1,0,58,1,0,0,Ineligible
47,0,0,47,0,0,0,Ineligible
85,0,0,4,0,0,1,Ineligible
35,1,1,86,0,0,0,IGNDPS
79,1,1,35,0,0,0,Annapurna
54,0,1,95,0,0,0,IGNDPS
42,1,0,87,1,0,0,Ineligible
65,0,0,24,0,0,0,Ineligible
82,0,0,44,0,0,1,Ineligible
70,1,0,91,0,0,0,Ineligible
32,1,1,18,0,0,0,Ineligible
66,1,1,6,1,0,0,IGNWPS
85,0,1,57,0,0,0,Annapurna
29,1,1,80,0,0,1,IGNDPS
76,0,1,65,0,0,0,Annapurna
54,0,1,79,0,0,0,Ineligible
78,1,0,38,0,1,1,Ineligible
60,0,1,17,0,1,0,IGNOAPS
87,1,1,0,0,0,0,Annapurna
56,1,1,62,0,1,0,NFBS
73,0,0,2,0,1,0,Ineligible
80,0,0,20,0,0,0,Ineligible
63,0,0,29,0,0,0,Ineligible
28,0,1,10,0,0,0,Ineligible
79,1,1,21,0,0,0,Annapurna
42,1,1,56,1,0,0,IGNWPS
88,0,1,88,0,0,0,Annapurna
69,0,0,2,0,0,0,Ineligible
21,1,1,29,0,0,0,Ineligible
76,1,1,87,0,0,1,IGNDPS
89,0,1,44,0,0,0,Annapurna
37,0,1,35,0,0,0,Ineligible
80,1,0,86,0,0,0,Ineligible
71,0,0,71,0,0,1,Ineligible
74,0,1,63,0,0,1,IGNOAPS
58,1,1,53,0,0,1,Ineligible
20,1,1,67,0,0,0,Ineligible
23,1,1,49,0,0,0,Ineligible
22,1,1,30,0,0,0,Ineligible
22,1,1,28,1,0,0,Ineligible
71,0,1,58,0,0,1,IGNOAPS
64,0,1,35,0,0,0,IGNOAPS
66,0,0,76,0,0,0,Ineligible
26,0,1,72,0,0,1,Ineligible
37,1,1,84,0,0,0,IGNDPS
78,1,1,66,0,0,0,Annapurna
52,1,1,88,0,0,0,IGNDPS
67,1,1,88,0,0,0,IGNDPS
79,0,1,75,0,0,0,Annapurna
34,0,0,92,0,0,0,Ineligible
20,1,1,10,0,0,0,Ineligible
49,1,1,10,0,0,0,Ineligible
30,1,1,25,0,0,1,Ineligible
85,1,0,52,0,0,0,Ineligible
31,1,0,13,0,0,1,Ineligible
28,1,0,63,0,0,1,Ineligible
73,0,1,79,0,0,1,IGNOAPS
84,1,0,9,0,0,0,Ineligible
46,1,1,30,0,0,0,Ineligible
26,0,0,94,0,0,1,Ineligible
84,1,0,35,0,0,1,Ineligible
42,0,0,9,0,0,0,Ineligible
59,1,0,25,0,1,1,Ineligible
26,0,1,19,0,0,0,Ineligible
57,1,1,43,0,0,1,Ineligible
42,0,1,61,0,0,0,Ineligible
22,1,0,72,0,0,0,Ineligible
28,0,0,78,0,0,0,Ineligible
76,0,1,8,0,0,0,Annapurna
55,0,1,70,0,0,0,Ineligible
89,1,0,89,0,0,1,Ineligible
22,0,1,23,0,0,0,Ineligible
65,0,1,11,0,0,0,Annapurna
35,1,0,59,0,0,0,Ineligible
87,1,1,83,0,0,1,IGNOAPS
54,1,0,77,0,0,0,Ineligible
77,0,1,85,0,0,1,IGNDPS
65,1,0,15,0,0,0,Ineligible
45,0,1,28,0,0,0,Ineligible
86,0,0,31,0,0,0,Ineligible
57,1,1,82,0,0,1,IGNDPS
62,1,0,34,0,0,0,Ineligible
79,1,1,42,0,0,0,Annapurna
75,0,1,95,0,0,0,IGNDPS
84,0,1,52,0,0,0,Annapurna
73,0,1,19,0,0,1,IGNOAPS
57,1,1,83,0,0,0,IGNDPS
57,0,0,7,0,0,1,Ineligible
50,0,0,98,0,0,0,Ineligible
23,0,1,41,0,0,0,Ineligible
36,1,0,76,0,0,0,Ineligible
57,0,1,69,0,0,0,Ineligible
76,1,0,15,0,0,1,Ineligible
76,0,1,68,0,0,0,Annapurna
65,1,1,52,0,0,0,Annapurna
58,0,1,44,0,0,1,Ineligible
30,1,1,50,0,0,1,Ineligible
62,1,0,97,0,0,0,Ineligible
70,0,1,5,0,0,1,IGNOAPS
59,1,0,32,0,0,0,Ineligible
80,0,1,78,0,0,0,Annapurna
44,1,1,14,0,0,0,Ineligible
55,1,1,13,1,0,0,IGNWPS
77,0,0,38,0,0,1,Ineligible
24,0,0,62,0,0,0,Ineligible
22,0,0,4,0,0,0,Ineligible
62,0,0,89,0,0,0,Ineligible
75,0,0,80,0,0,0,Ineligible
48,0,1,51,0,0,1,Ineligible
40,0,0,15,0,0,0,Ineligible
59,1,1,98,0,0,0,IGNDPS
27,0,1,37,0,0,1,Ineligible
49,0,1,52,0,0,0,Ineligible
70,1,0,86,0,0,0,Ineligible
47,0,0,76,0,1,0,Ineligible
56,0,1,96,0,1,0,IGNDPS
48,0,0,92,0,0,0,Ineligible
19,1,1,52,0,0,0,Ineligible
29,1,0,45,0,0,1,Ineligible
56,0,1,97,0,1,1,IGNDPS
83,1,1,97,0,0,1,IGNOAPS
30,1,1,90,0,0,1,IGNDPS
63,1,0,14,0,0,1,Ineligible
44,1,0,58,0,0,1,Ineligible
34,1,1,49,0,0,1,Ineligible
77,0,1,8,0,0,0,Annapurna
81,0,0,25,0,1,0,Ineligible
52,0,0,2,0,0,0,Ineligible
87,1,0,99,1,0,0,Ineligible
47,1,1,46,0,0,1,Ineligible
88,1,0,4,0,0,0,Ineligible
80,1,1,61,0,0,1,IGNOAPS
45,0,1,83,0,0,0,IGNDPS
77,1,1,83,0,1,0,IGNDPS
54,1,1,4,0,0,0,Ineligible
39,1,1,9,0,0,1,Ineligible
85,1,1,79,0,0,1,IGNOAPS
37,1,0,62,0,0,1,Ineligible
85,0,1,24,0,0,0,Annapurna
81,1,1,43,0,0,0,Annapurna
34,0,1,24,0,0,0,Ineligible
29,1,1,29,1,0,0,Ineligible
39,1,0,13,0,0,1,Ineligible
34,0,1,85,0,0,0,IGNDPS
27,1,0,42,0,0,0,Ineligible
82,0,1,27,0,0,0,Annapurna
39,0,0,93,0,0,0,Ineligible
67,0,1,18,0,0,0,Annapurna
31,1,0,41,0,0,1,Ineligible
81,1,1,19,1,0,0,Annapurna
64,1,1,98,0,0,1,IGNDPS
46,0,0,85,0,0,0,Ineligible
53,1,1,78,0,0,1,Ineligible
69,1,1,10,0,0,0,Annapurna
24,0,1,53,0,0,0,Ineligible
46,0,0,97,0,0,0,Ineligible
28,0,1,23,0,0,0,Ineligible
50,1,1,69,0,0,0,Ineligible
23,1,1,16,1,0,1,Ineligible
49,1,1,27,1,0,0,IGNWPS
68,0,1,49,0,0,1,IGNOAPS
75,1,0,94,0,0,0,Ineligible
43,0,0,99,0,0,0,Ineligible
63,0,0,54,0,0,0,Ineligible
46,1,0,72,0,0,0,Ineligible
